file_name,file_path,class_name,class_index
41217_0.jpeg,.\\Data\DataSet\Acremonium\41217_0.jpeg,Acremonium,0
41217_1.jpeg,.\\Data\DataSet\Acremonium\41217_1.jpeg,Acremonium,0
41217_10.jpeg,.\\Data\DataSet\Acremonium\41217_10.jpeg,Acremonium,0
41217_100.jpeg,.\\Data\DataSet\Acremonium\41217_100.jpeg,Acremonium,0
41217_101.jpeg,.\\Data\DataSet\Acremonium\41217_101.jpeg,Acremonium,0
41217_102.jpeg,.\\Data\DataSet\Acremonium\41217_102.jpeg,Acremonium,0
41217_103.jpeg,.\\Data\DataSet\Acremonium\41217_103.jpeg,Acremonium,0
41217_104.jpeg,.\\Data\DataSet\Acremonium\41217_104.jpeg,Acremonium,0
41217_105.jpeg,.\\Data\DataSet\Acremonium\41217_105.jpeg,Acremonium,0
41217_106.jpeg,.\\Data\DataSet\Acremonium\41217_106.jpeg,Acremonium,0
41217_107.jpeg,.\\Data\DataSet\Acremonium\41217_107.jpeg,Acremonium,0
41217_108.jpeg,.\\Data\DataSet\Acremonium\41217_108.jpeg,Acremonium,0
41217_109.jpeg,.\\Data\DataSet\Acremonium\41217_109.jpeg,Acremonium,0
41217_11.jpeg,.\\Data\DataSet\Acremonium\41217_11.jpeg,Acremonium,0
41217_110.jpeg,.\\Data\DataSet\Acremonium\41217_110.jpeg,Acremonium,0
41217_111.jpeg,.\\Data\DataSet\Acremonium\41217_111.jpeg,Acremonium,0
41217_112.jpeg,.\\Data\DataSet\Acremonium\41217_112.jpeg,Acremonium,0
41217_113.jpeg,.\\Data\DataSet\Acremonium\41217_113.jpeg,Acremonium,0
41217_114.jpeg,.\\Data\DataSet\Acremonium\41217_114.jpeg,Acremonium,0
41217_115.jpeg,.\\Data\DataSet\Acremonium\41217_115.jpeg,Acremonium,0
41217_116.jpeg,.\\Data\DataSet\Acremonium\41217_116.jpeg,Acremonium,0
41217_117.jpeg,.\\Data\DataSet\Acremonium\41217_117.jpeg,Acremonium,0
41217_118.jpeg,.\\Data\DataSet\Acremonium\41217_118.jpeg,Acremonium,0
41217_119.jpeg,.\\Data\DataSet\Acremonium\41217_119.jpeg,Acremonium,0
41217_12.jpeg,.\\Data\DataSet\Acremonium\41217_12.jpeg,Acremonium,0
41217_120.jpeg,.\\Data\DataSet\Acremonium\41217_120.jpeg,Acremonium,0
41217_121.jpeg,.\\Data\DataSet\Acremonium\41217_121.jpeg,Acremonium,0
41217_122.jpeg,.\\Data\DataSet\Acremonium\41217_122.jpeg,Acremonium,0
41217_123.jpeg,.\\Data\DataSet\Acremonium\41217_123.jpeg,Acremonium,0
41217_124.jpeg,.\\Data\DataSet\Acremonium\41217_124.jpeg,Acremonium,0
41217_125.jpeg,.\\Data\DataSet\Acremonium\41217_125.jpeg,Acremonium,0
41217_126.jpeg,.\\Data\DataSet\Acremonium\41217_126.jpeg,Acremonium,0
41217_127.jpeg,.\\Data\DataSet\Acremonium\41217_127.jpeg,Acremonium,0
41217_128.jpeg,.\\Data\DataSet\Acremonium\41217_128.jpeg,Acremonium,0
41217_129.jpeg,.\\Data\DataSet\Acremonium\41217_129.jpeg,Acremonium,0
41217_13.jpeg,.\\Data\DataSet\Acremonium\41217_13.jpeg,Acremonium,0
41217_130.jpeg,.\\Data\DataSet\Acremonium\41217_130.jpeg,Acremonium,0
41217_131.jpeg,.\\Data\DataSet\Acremonium\41217_131.jpeg,Acremonium,0
41217_132.jpeg,.\\Data\DataSet\Acremonium\41217_132.jpeg,Acremonium,0
41217_133.jpeg,.\\Data\DataSet\Acremonium\41217_133.jpeg,Acremonium,0
41217_134.jpeg,.\\Data\DataSet\Acremonium\41217_134.jpeg,Acremonium,0
41217_135.jpeg,.\\Data\DataSet\Acremonium\41217_135.jpeg,Acremonium,0
41217_136.jpeg,.\\Data\DataSet\Acremonium\41217_136.jpeg,Acremonium,0
41217_137.jpeg,.\\Data\DataSet\Acremonium\41217_137.jpeg,Acremonium,0
41217_138.jpeg,.\\Data\DataSet\Acremonium\41217_138.jpeg,Acremonium,0
41217_139.jpeg,.\\Data\DataSet\Acremonium\41217_139.jpeg,Acremonium,0
41217_14.jpeg,.\\Data\DataSet\Acremonium\41217_14.jpeg,Acremonium,0
41217_140.jpeg,.\\Data\DataSet\Acremonium\41217_140.jpeg,Acremonium,0
41217_141.jpeg,.\\Data\DataSet\Acremonium\41217_141.jpeg,Acremonium,0
41217_142.jpeg,.\\Data\DataSet\Acremonium\41217_142.jpeg,Acremonium,0
41217_143.jpeg,.\\Data\DataSet\Acremonium\41217_143.jpeg,Acremonium,0
41217_144.jpeg,.\\Data\DataSet\Acremonium\41217_144.jpeg,Acremonium,0
41217_145.jpeg,.\\Data\DataSet\Acremonium\41217_145.jpeg,Acremonium,0
41217_146.jpeg,.\\Data\DataSet\Acremonium\41217_146.jpeg,Acremonium,0
41217_147.jpeg,.\\Data\DataSet\Acremonium\41217_147.jpeg,Acremonium,0
41217_148.jpeg,.\\Data\DataSet\Acremonium\41217_148.jpeg,Acremonium,0
41217_149.jpeg,.\\Data\DataSet\Acremonium\41217_149.jpeg,Acremonium,0
41217_15.jpeg,.\\Data\DataSet\Acremonium\41217_15.jpeg,Acremonium,0
41217_150.jpeg,.\\Data\DataSet\Acremonium\41217_150.jpeg,Acremonium,0
41217_151.jpeg,.\\Data\DataSet\Acremonium\41217_151.jpeg,Acremonium,0
41217_152.jpeg,.\\Data\DataSet\Acremonium\41217_152.jpeg,Acremonium,0
41217_153.jpeg,.\\Data\DataSet\Acremonium\41217_153.jpeg,Acremonium,0
41217_154.jpeg,.\\Data\DataSet\Acremonium\41217_154.jpeg,Acremonium,0
41217_155.jpeg,.\\Data\DataSet\Acremonium\41217_155.jpeg,Acremonium,0
41217_156.jpeg,.\\Data\DataSet\Acremonium\41217_156.jpeg,Acremonium,0
41217_157.jpeg,.\\Data\DataSet\Acremonium\41217_157.jpeg,Acremonium,0
41217_158.jpeg,.\\Data\DataSet\Acremonium\41217_158.jpeg,Acremonium,0
41217_159.jpeg,.\\Data\DataSet\Acremonium\41217_159.jpeg,Acremonium,0
41217_16.jpeg,.\\Data\DataSet\Acremonium\41217_16.jpeg,Acremonium,0
41217_160.jpeg,.\\Data\DataSet\Acremonium\41217_160.jpeg,Acremonium,0
41217_161.jpeg,.\\Data\DataSet\Acremonium\41217_161.jpeg,Acremonium,0
41217_162.jpeg,.\\Data\DataSet\Acremonium\41217_162.jpeg,Acremonium,0
41217_163.jpeg,.\\Data\DataSet\Acremonium\41217_163.jpeg,Acremonium,0
41217_164.jpeg,.\\Data\DataSet\Acremonium\41217_164.jpeg,Acremonium,0
41217_165.jpeg,.\\Data\DataSet\Acremonium\41217_165.jpeg,Acremonium,0
41217_166.jpeg,.\\Data\DataSet\Acremonium\41217_166.jpeg,Acremonium,0
41217_167.jpeg,.\\Data\DataSet\Acremonium\41217_167.jpeg,Acremonium,0
41217_168.jpeg,.\\Data\DataSet\Acremonium\41217_168.jpeg,Acremonium,0
41217_169.jpeg,.\\Data\DataSet\Acremonium\41217_169.jpeg,Acremonium,0
41217_17.jpeg,.\\Data\DataSet\Acremonium\41217_17.jpeg,Acremonium,0
41217_170.jpeg,.\\Data\DataSet\Acremonium\41217_170.jpeg,Acremonium,0
41217_171.jpeg,.\\Data\DataSet\Acremonium\41217_171.jpeg,Acremonium,0
41217_172.jpeg,.\\Data\DataSet\Acremonium\41217_172.jpeg,Acremonium,0
41217_173.jpeg,.\\Data\DataSet\Acremonium\41217_173.jpeg,Acremonium,0
41217_174.jpeg,.\\Data\DataSet\Acremonium\41217_174.jpeg,Acremonium,0
41217_175.jpeg,.\\Data\DataSet\Acremonium\41217_175.jpeg,Acremonium,0
41217_176.jpeg,.\\Data\DataSet\Acremonium\41217_176.jpeg,Acremonium,0
41217_177.jpeg,.\\Data\DataSet\Acremonium\41217_177.jpeg,Acremonium,0
41217_178.jpeg,.\\Data\DataSet\Acremonium\41217_178.jpeg,Acremonium,0
41217_179.jpeg,.\\Data\DataSet\Acremonium\41217_179.jpeg,Acremonium,0
41217_18.jpeg,.\\Data\DataSet\Acremonium\41217_18.jpeg,Acremonium,0
41217_180.jpeg,.\\Data\DataSet\Acremonium\41217_180.jpeg,Acremonium,0
41217_181.jpeg,.\\Data\DataSet\Acremonium\41217_181.jpeg,Acremonium,0
41217_182.jpeg,.\\Data\DataSet\Acremonium\41217_182.jpeg,Acremonium,0
41217_183.jpeg,.\\Data\DataSet\Acremonium\41217_183.jpeg,Acremonium,0
41217_184.jpeg,.\\Data\DataSet\Acremonium\41217_184.jpeg,Acremonium,0
41217_185.jpeg,.\\Data\DataSet\Acremonium\41217_185.jpeg,Acremonium,0
41217_186.jpeg,.\\Data\DataSet\Acremonium\41217_186.jpeg,Acremonium,0
41217_187.jpeg,.\\Data\DataSet\Acremonium\41217_187.jpeg,Acremonium,0
41217_188.jpeg,.\\Data\DataSet\Acremonium\41217_188.jpeg,Acremonium,0
41217_189.jpeg,.\\Data\DataSet\Acremonium\41217_189.jpeg,Acremonium,0
41217_19.jpeg,.\\Data\DataSet\Acremonium\41217_19.jpeg,Acremonium,0
41217_190.jpeg,.\\Data\DataSet\Acremonium\41217_190.jpeg,Acremonium,0
41217_191.jpeg,.\\Data\DataSet\Acremonium\41217_191.jpeg,Acremonium,0
41217_192.jpeg,.\\Data\DataSet\Acremonium\41217_192.jpeg,Acremonium,0
41217_193.jpeg,.\\Data\DataSet\Acremonium\41217_193.jpeg,Acremonium,0
41217_194.jpeg,.\\Data\DataSet\Acremonium\41217_194.jpeg,Acremonium,0
41217_195.jpeg,.\\Data\DataSet\Acremonium\41217_195.jpeg,Acremonium,0
41217_196.jpeg,.\\Data\DataSet\Acremonium\41217_196.jpeg,Acremonium,0
41217_197.jpeg,.\\Data\DataSet\Acremonium\41217_197.jpeg,Acremonium,0
41217_198.jpeg,.\\Data\DataSet\Acremonium\41217_198.jpeg,Acremonium,0
41217_199.jpeg,.\\Data\DataSet\Acremonium\41217_199.jpeg,Acremonium,0
41217_2.jpeg,.\\Data\DataSet\Acremonium\41217_2.jpeg,Acremonium,0
41217_20.jpeg,.\\Data\DataSet\Acremonium\41217_20.jpeg,Acremonium,0
41217_200.jpeg,.\\Data\DataSet\Acremonium\41217_200.jpeg,Acremonium,0
41217_201.jpeg,.\\Data\DataSet\Acremonium\41217_201.jpeg,Acremonium,0
41217_202.jpeg,.\\Data\DataSet\Acremonium\41217_202.jpeg,Acremonium,0
41217_203.jpeg,.\\Data\DataSet\Acremonium\41217_203.jpeg,Acremonium,0
41217_204.jpeg,.\\Data\DataSet\Acremonium\41217_204.jpeg,Acremonium,0
41217_205.jpeg,.\\Data\DataSet\Acremonium\41217_205.jpeg,Acremonium,0
41217_206.jpeg,.\\Data\DataSet\Acremonium\41217_206.jpeg,Acremonium,0
41217_207.jpeg,.\\Data\DataSet\Acremonium\41217_207.jpeg,Acremonium,0
41217_208.jpeg,.\\Data\DataSet\Acremonium\41217_208.jpeg,Acremonium,0
41217_209.jpeg,.\\Data\DataSet\Acremonium\41217_209.jpeg,Acremonium,0
41217_21.jpeg,.\\Data\DataSet\Acremonium\41217_21.jpeg,Acremonium,0
41217_210.jpeg,.\\Data\DataSet\Acremonium\41217_210.jpeg,Acremonium,0
41217_211.jpeg,.\\Data\DataSet\Acremonium\41217_211.jpeg,Acremonium,0
41217_212.jpeg,.\\Data\DataSet\Acremonium\41217_212.jpeg,Acremonium,0
41217_213.jpeg,.\\Data\DataSet\Acremonium\41217_213.jpeg,Acremonium,0
41217_214.jpeg,.\\Data\DataSet\Acremonium\41217_214.jpeg,Acremonium,0
